domain,bias_score,factually_questionable_flag,propaganda_flag,conspiracy_flag,hate_group_flag,satire_flag
remnantnewspaper.com,3,1,0,0,1,0
renewamerica.com,3,1,0,0,1,0
renewedright.com,2,0,0,0,0,0
rense.com,3,1,0,1,1,0
rep-am.com,1,0,0,0,0,0
reporterslab.org,0,0,0,0,0,0
represent.us,NaN,0,0,0,0,0
repubblica.it,-1,0,0,0,0,0
republicanssucks.org,-2,0,0,0,0,0
republicreport.org,-2,0,0,0,0,0
republicworld.com,3,1,0,0,0,0
rescue.org,0,0,0,0,0,0
researchantisemitism.ca,3,1,0,0,0,0
researchgate.net,0,0,0,0,0,0
resilience.org,-2,0,0,0,0,0
resistancemedia.org,2,0,0,0,0,0
resistancereport.com,-3,1,0,0,0,0
resourcegovernance.org,-1,0,0,0,0,0
resourcewatch.org,0,0,0,0,0,0
responsibletechnology.org,NaN,1,0,1,0,0
restoreamericanglory.com,2,0,0,0,0,0
retractionwatch.com,0,0,0,0,0,0
returnofkings.com,3,1,0,0,0,0
returntonow.net,NaN,1,0,1,0,0
reuters.com,0,0,0,0,0,0
revcom.us,-2,0,0,0,0,0
revealnews.org,-1,0,0,0,0,0
reverbpress.news,-2,0,0,0,0,0
reverepress.com,-2,0,0,0,0,0
reviewjournal.com,1,0,0,0,0,0
revolutionradio.org,NaN,1,0,1,0,0
rewire.news,-2,0,0,0,0,0
rfa.org,-1,0,0,0,0,0
rferl.org,0,0,1,0,0,0
rfi.fr,0,0,0,0,0,0
richmond.com,1,0,0,0,0,0
rickwells.us,3,1,0,0,0,0
ricochet.com,2,0,0,0,0,0
rightalerts.com,3,1,0,0,0,0
rightandfree.com,2,0,0,0,0,0
righterway.com,3,1,0,0,0,0
rightjournalist.com,3,1,0,0,0,0
rightsidenews.com,2,0,0,0,0,0
rightsmarts.com,3,1,0,0,0,0
rightweb.irc-online.org,-1,0,0,0,0,0
rightwingnews.com,3,1,0,0,0,0
rightwingwatch.org,-2,0,0,0,0,0
rilenews.com,NaN,0,0,0,0,1
rinf.com,3,1,1,0,0,0
riverbender.com,0,0,0,0,0,0
riverdalepress.com,0,0,0,0,0,0
roanoke.com,-1,0,0,0,0,0
rockcitytimes.com,NaN,0,0,0,0,1
rodong.rep.kp,-3,1,1,0,0,0
rollcall.com,0,0,0,0,0,0
rollingstone.com,-2,0,0,0,0,0
ronpaulinstitute.org,2,0,0,0,0,0
ronpaullibertyreport.com,2,0,0,0,0,0
rooseveltinstitute.org,-1,0,0,0,0,0
rrtribune.com,3,1,0,0,0,0
rsf.org,0,0,0,0,0,0
rstreet.org,1,0,0,0,0,0
rt.com,3,1,1,0,0,0
rte.ie,0,0,0,0,0,0
rudaw.net,-3,1,0,0,0,0
ruptly.tv,3,1,1,0,0,0
rushlimbaugh.com,3,1,0,0,0,0
russia-insider.com,3,1,1,0,1,0
russialies.com,0,0,0,0,0,0
ruthinstitute.org,3,1,0,0,1,0
rwnofficial.com,3,1,0,0,0,0
sabah.com.tr,2,0,0,0,0,0
sacbee.com,-1,0,0,0,0,0
salon.com,-2,0,0,0,0,0
samefacts.com,-2,0,0,0,0,0
samuel-warde.com,-2,0,0,0,0,0
sanctumnews.com,NaN,0,0,0,0,1
sandiegoreader.com,-1,0,0,0,0,0
sandiegouniontribune.com,0,0,0,0,0,0
sanevax.org,NaN,1,0,1,0,0
sanluisobispo.com,-1,0,0,0,0,0
sanmarcosrecord.com,0,0,0,0,0,0
santafenewmexican.com,-1,0,0,0,0,0
santamariatimes.com,0,0,0,0,0,0
sapiens.org,-1,0,0,0,0,0
satiratribune.com,NaN,0,0,0,0,1
satirev.org,NaN,0,0,0,0,1
saturdayeveningpost.com,0,0,0,0,0,0
savannahnow.com,1,0,0,0,0,0
savejersey.com,2,0,0,0,0,0
savethemales.ca,3,1,0,1,0,0
sayfiereview.com,0,0,0,0,0,0
sbgi.net,2,0,0,0,0,0
sbs.com.au,-1,0,0,0,0,0
sbsun.com,0,0,0,0,0,0
scarymommy.com,-2,0,0,0,0,0
schmedium.org,NaN,0,0,0,0,1
scicentral.com,0,0,0,0,0,0
science.energy.gov,0,0,0,0,0,0
sciencealert.com,0,0,0,0,0,0
sciencebasedmedicine.org,0,0,0,0,0,0
scienceblogs.com,0,0,0,0,0,0
sciencedaily.com,0,0,0,0,0,0
sciencedebate.org,0,0,0,0,0,0
sciencedirect.com,0,0,0,0,0,0
sciencefeedback.co,0,0,0,0,0,0
sciencehistory.org,0,0,0,0,0,0
scienceillustrated.com.au,0,0,0,0,0,0
sciencemag.org,0,0,0,0,0,0
sciencemediacentre.org,0,0,0,0,0,0
sciencenews.org,0,0,0,0,0,0
sciencetrends.com,0,0,0,0,0,0
sciencevibe.com,NaN,1,0,1,0,0
sciencing.com,-1,0,0,0,0,0
scientificamerican.com,0,0,0,0,0,0
scmp.com,-3,0,1,0,0,0
scoopnest.com,0,0,0,0,0,0
scoopwhoop.com,-1,0,0,0,0,0
scorchedearthnews.com,NaN,0,0,0,0,1
scotsman.com,0,0,0,0,0,0
scotusblog.com,0,0,0,0,0,0
scripps.ucsd.edu,0,0,0,0,0,0
scroll.in,-1,0,0,0,0,0
sctimes.com,0,0,0,0,0,0
seattlepi.com,-1,0,0,0,0,0
seattletimes.com,0,0,0,0,0,0
secondamendmentdaily.com,3,1,0,0,0,0
secondnexus.com,-2,0,0,0,0,0
secureamericanow.org,2,0,0,0,0,0
securingdemocracy.gmfus.org,0,0,0,0,0,0
seeker.com,0,0,0,0,0,0
sentencingproject.org,-1,0,0,0,0,0
sentinelksmo.org,2,0,0,0,0,0
sfchronicle.com,-1,0,0,0,0,0
sfexaminer.com,-1,0,0,0,0,0
sfgate.com,-1,0,0,0,0,0
sfglobe.com,-1,0,0,0,0,0
sfweekly.com,0,0,0,0,0,0
sgtreport.com,NaN,1,0,1,0,0
shadowproof.com,-2,0,0,0,0,0
shameproject.com,-1,0,0,0,0,0
shareably.net,0,0,0,0,0,0
shareblue.com,-2,0,0,0,0,0
shariawatch.org.uk,3,1,0,0,1,0
sheepkillers.com,NaN,1,0,1,0,0
shoebat.com,NaN,1,0,1,0,0
shondaland.com,-2,0,0,0,0,0
shorensteincenter.org,0,0,0,0,0,0
shreveporttimes.com,0,0,0,0,0,0
shtfplan.com,3,1,0,0,0,0
shu.plus,NaN,0,0,0,0,1
sickchirpse.com,NaN,1,0,0,0,0
silenceisconsent.net,2,0,0,0,0,0
silive.com,-1,0,0,0,0,0
simplepolitics.co.uk,0,0,0,0,0,0
singularityhub.com,0,0,0,0,0,0
siouxcityjournal.com,0,0,0,0,0,0
sites.agu.org,0,0,0,0,0,0
skepdic.com,0,0,0,0,0,0
skeptic.com,0,0,0,0,0,0
skepticalraptor.com,0,0,0,0,0,0
skepticalscience.com,0,0,0,0,0,0
skepticink.com,0,0,0,0,0,0
skeptics.com.au,0,0,0,0,0,0
skeptiko.com,NaN,1,0,1,0,0
skeptoid.com,0,0,0,0,0,0
skyandtelescope.com,0,0,0,0,0,0
skyhidailynews.com,-1,0,0,0,0,0
slate.com,-2,0,0,0,0,0
sltrib.com,-1,0,0,0,0,0
smartnews.com,0,0,0,0,0,0
smerconish.com,0,0,0,0,0,0
smh.com.au,-1,0,0,0,0,0
smirkingchimp.com,-2,0,0,0,0,0
smithsonianmag.com,0,0,0,0,0,0
smobserved.com,3,1,0,0,0,0
snopes.com,0,0,0,0,0,0
sociable.co,0,0,0,0,0,0
socialistalternative.org,-2,0,0,0,0,0
socialistworker.org,-2,0,0,0,0,0
societyforscience.org,0,0,0,0,0,0
sofrep.com,1,0,0,0,0,0
sojo.net,-1,0,0,0,0,0
sonorannews.com,2,0,0,0,0,0
sonsof1776.com,3,1,0,0,0,0
sootoday.com,-1,0,0,0,0,0
sott.net,NaN,1,0,1,0,0
sourcepolitics.com,-2,0,0,0,0,0
sourcewatch.org,-2,0,0,0,0,0
southafricatoday.net,3,1,0,0,0,0
southendnewsnetwork.net,NaN,0,0,0,0,1
southernpatriotnews.com,2,0,0,0,0,0
southfront.org,NaN,1,1,1,0,0
sp.neuronation.com,NaN,1,0,1,0,0
space.com,0,0,0,0,0,0
space.news,NaN,1,0,1,0,0
speakgov.com,3,1,0,0,0,0
spectator.co.uk,1,0,0,0,0,0
spectator.org,2,0,0,0,0,0
spectator.us,1,0,0,0,0,0
spectrumreport.com,0,0,0,0,0,0
speisa.com,3,1,0,0,0,0
spiegel.de,-1,0,0,0,0,0
spiked-online.com,2,0,0,0,0,0
spinzon.com,3,1,0,0,0,0
splcenter.org,-2,0,0,0,0,0
splinternews.com,-2,0,0,0,0,0
spokesman.com,0,0,0,0,0,0
sportspickle.com,NaN,0,0,0,0,1
sputniknews.com,3,1,1,0,0,0
srnnews.com,1,0,0,0,0,0
standard.co.uk,1,0,0,0,0,0
standard.net,0,0,0,0,0,0
standpointmag.co.uk,2,0,0,0,0,0
star-telegram.com,1,0,0,0,0,0
staradvertiser.com,-1,0,0,0,0,0
stardem.com,0,0,0,0,0,0
staresattheworld.com,3,1,0,0,0,0
starpolitical.com,2,0,0,0,0,0
startribune.com,-1,0,0,0,0,0
state-journal.com,-1,0,0,0,0,0
statefort.com,3,1,0,0,0,0
stateofthenation2012.com,3,1,0,0,0,0
statepress.com,-1,0,0,0,0,0
statesman.com,-1,0,0,0,0,0
statesmanjournal.com,0,0,0,0,0,0
statesville.com,0,0,0,0,0,0
statista.com,0,0,0,0,0,0
statnews.com,0,0,0,0,0,0
steadfastandloyal.com,3,1,0,0,0,0
stepfeed.com,-1,0,0,0,0,0
stfnreport.com,3,1,0,0,0,0
stgeorgegazette.com,NaN,0,0,0,0,1
stillnessinthestorm.com,NaN,1,0,1,0,0
stiltonsplace.blogspot.com,NaN,0,0,0,0,1
stimson.org,0,0,0,0,0,0
stltoday.com,-1,0,0,0,0,0
stocknewsusa.com,0,0,0,0,0,0
stonecoldtruth.com,3,1,1,0,0,0
stopfake.org,-1,0,0,0,0,0
stpete4peace.org,-2,0,0,0,0,0
straitstimes.com,1,0,0,0,0,0
strategic-culture.org,3,1,1,0,0,0
strategypage.com,0,0,0,0,0,0
stratfor.com,0,0,0,0,0,0
stream.org,NaN,1,0,1,0,0
stripes.com,0,0,0,0,0,0
stubhillnews.com,NaN,0,0,0,0,1
studentnewsdaily.com,1,0,0,0,0,0
studionewsnetwork.com,3,1,0,0,0,0
stuff.co.nz,-1,0,0,0,0,0
stuppid.com,NaN,0,0,0,0,1
subjectpolitics.com,3,1,1,0,0,0
suffolkgazette.com,NaN,0,0,0,0,1
summit.news,3,1,0,0,0,0
sun-sentinel.com,0,0,0,0,0,0
sundayinquirer.com,NaN,1,0,0,0,0
sundaysportonline.co.uk,NaN,0,0,0,0,1
sungazette.com,1,0,0,0,0,0
sungress.com,NaN,0,0,0,0,1
sunlightfoundation.com,-1,0,0,0,0,0
supremepatriot.com,3,1,0,0,0,0
surenews.com,3,1,0,0,0,0
survivalblog.com,3,1,0,0,0,0
sustainablepulse.com,NaN,1,0,1,0,0
svijmedia.com,3,1,0,0,0,0
swampdrain.com,3,1,0,0,0,0
swarajyamag.com,3,1,0,0,0,0
swissinfo.ch,-1,0,0,0,0,0
syracuse.com,0,0,0,0,0,0
syriahr.com,-1,0,0,0,0,0
syriana-analysis.com,-2,0,0,0,0,0
syrianews.cc,NaN,1,0,0,0,0
tabletmag.com,-1,0,0,0,0,0
taipeitimes.com,0,0,0,0,0,0
taiwannews.com.tw,-1,0,0,0,0,0
takepart.com,-2,0,0,0,0,0
takimag.com,3,1,0,0,1,0
talkingpointsmemo.com,-2,0,0,0,0,0
tallahassee.com,0,0,0,0,0,0
tampabay.com,-1,0,0,0,0,0
tarbell.org,-1,0,0,0,0,0
taskandpurpose.com,0,0,0,0,0,0
tasnimnews.com,3,1,0,0,0,0
tass.com,3,1,1,0,0,0
taxfoundation.org,1,0,0,0,0,0
taxjustice.net,-1,0,0,0,0,0
taxpayer.com,1,0,0,0,0,0
taxpolicycenter.org,-1,0,0,0,0,0
tcf.org,-1,0,0,0,0,0
tdn.com,0,0,0,0,0,0
tdnewswire.com,3,1,0,0,0,0
tdtalliance.com,3,1,1,0,0,0
teaparty.org,3,1,0,0,0,0
teapartypatriots.org,3,1,0,0,0,0
techcrunch.com,0,0,0,0,0,0
techdirt.com,-1,0,0,0,0,0
technologyreview.com,0,0,0,0,0,0
techstartups.com,0,0,0,0,0,0
techxplore.com,0,0,0,0,0,0
teddystick.com,3,1,0,0,0,0
teenvogue.com,-2,0,0,0,0,0
tehrantimes.com,3,1,0,0,0,0
telegraaf.nl,2,0,0,0,0,0
telegram.com,0,0,0,0,0,0
telegraph.co.uk,2,0,0,0,0,0
telesurtv.net,-2,0,0,0,0,0
tennessean.com,0,0,0,0,0,0
tennesseestar.com,2,0,0,0,0,0
tenthamendmentcenter.com,2,0,0,0,0,0
texasmonthly.com,-1,0,0,0,0,0
texasobserver.org,-2,0,0,0,0,0
texasstandard.org,0,0,0,0,0,0
texastribune.org,-1,0,0,0,0,0
tfp.org,3,1,0,0,1,0
tharawat-magazine.com,1,0,0,0,0,0
thatsnonsense.com,0,0,0,0,0,0
thatsprettygoodscience.com,NaN,0,0,0,0,1
the-american-interest.com,1,0,0,0,0,0
the-daily.buzz,-2,0,0,0,0,0
the-japan-news.com,1,0,0,0,0,0
the-postillon.com,NaN,0,0,0,0,1
the-scientist.com,0,0,0,0,0,0
theadvocates.org,1,0,0,0,0,0
theage.com.au,-1,0,0,0,0,0
theamericanconservative.com,1,0,0,0,0,0
theamericanmirror.com,3,1,0,0,0,0
theantimedia.com,NaN,1,0,1,0,0
theappeal.org,0,0,0,0,0,0
theatlantic.com,-1,0,0,0,0,0
theaustralian.com.au,1,0,0,0,0,0
theautomaticearth.com,-1,0,0,0,0,0
thebaffler.com,-1,0,0,0,0,0
thebalance.com,0,0,0,0,0,0
thebeardedpatriot.com,3,1,0,0,0,0
thebeaverton.com,NaN,0,0,0,0,1
thebeltwayreport.com,3,1,0,0,0,0
thebipartisanpress.com,-1,0,0,0,0,0
theblacksphere.net,2,0,0,0,0,0
theblaze.com,2,0,0,0,0,0
theblueroute.org,-2,0,0,0,0,0
thebostontribune.com,3,1,0,0,0,0
thebreakingnews.today,3,1,0,0,0,0
thebreakthrough.org,1,0,0,0,0,0
thebrunswicknews.com,1,0,0,0,0,0
thebulletin.org,0,0,0,0,0,0
thebulwark.com,1,0,0,0,0,0
thebureauinvestigates.com,0,0,0,0,0,0
theburningspear.com,-2,0,0,0,0,0
thecanadianpress.com,0,0,0,0,0,0
thecanary.co,-2,0,0,0,0,0
thecentersquare.com,0,0,0,0,0,0
thechristianleft.org,-1,0,0,0,0,0
thechronicleherald.ca,1,0,0,0,0,0
thecipherbrief.com,0,0,0,0,0,0
thecitizen.org.au,-1,0,0,0,0,0
thecitizenpress.com,2,0,0,0,0,0
thecity.nyc,-1,0,0,0,0,0
thecollegefix.com,2,0,0,0,0,0
thecommonsenseshow.com,3,1,0,1,0,0
theconservativebrief.com,3,1,0,0,0,0
theconservativenut.gop,2,0,0,0,0,0
theconservativetreehouse.com,3,1,0,0,0,0
theconversation.com,0,0,0,0,0,0
thedailybanter.com,-2,0,0,0,0,0
thedailybeast.com,-2,0,0,0,0,0
thedailybell.com,3,1,0,0,0,0
thedailycentrist.com,0,0,0,0,0,0
thedailyconspiracy.com,3,1,0,1,0,0
thedailydefender.com,2,0,0,0,0,0
thedailyliberator.com,2,0,0,0,0,0
thedailymash.co.uk,NaN,0,0,0,0,1
thedailymire.com,NaN,0,0,0,0,1
thedailysheeple.com,3,1,0,1,0,0
thedailyshow.com,-1,0,0,0,0,0
thedailyvox.co.za,-2,0,0,0,0,0
theday.com,0,0,0,0,0,0
thedcgazette.com,3,1,0,0,0,0
thedeplorablesociety.com,3,1,0,0,0,0
thediplomat.com,0,0,0,0,0,0
thedispatch.com,1,0,0,0,0,0
thedodo.com,-2,0,0,0,0,0
theduran.com,3,1,1,0,0,0
theecjournal.com,1,0,0,0,0,0
theepochtimes.com,2,0,1,0,0,0
theestablishment.co,-2,0,0,0,0,0
thefederalist.com,2,0,0,0,0,0
thefederalistpapers.org,3,1,0,0,0,0
thefifthcolumnnews.com,-2,0,0,0,0,0
thefiscaltimes.com,1,0,0,0,0,0
theflipside.io,0,0,0,0,0,0
thefloridasqueeze.com,-2,0,0,0,0,0
thefreepatriot.org,3,1,0,0,0,0
thefreethoughtproject.com,NaN,1,0,1,0,0
thefrisky.com,-2,0,0,0,0,0
thegatewaypundit.com,2,1,0,0,0,0
thegazette.com,1,0,0,0,0,0
theglobeandmail.com,0,0,0,0,0,0
thegoodlordabove.com,-3,1,0,0,0,0
thegreggjarrett.com,2,0,0,0,0,0
thegrio.com,-2,0,0,0,0,0
theguardian.com,-1,0,0,0,0,0
theguardiansofdemocracy.com,-2,0,0,0,0,0
thehardtimes.net,NaN,0,0,0,0,1
thehayride.com,2,0,0,0,0,0
theheartysoul.com,NaN,1,0,1,0,0
thehighwire.com,NaN,1,0,1,0,0
thehill.com,0,0,0,0,0,0
thehilltalk.com,-1,0,0,0,0,0
thehindubusinessline.com,1,0,0,0,0,0
thehornnews.com,3,1,0,0,0,0
thehumanist.com,0,0,0,0,0,0
theihs.org,1,0,0,0,0,0
theimaginativeconservative.org,2,0,0,0,0,0
theimproper.com,-2,0,0,0,0,0
theindyonline.com,0,0,0,0,0,0
theintercept.com,-2,0,0,0,0,0
theitem.com,1,0,0,0,0,0
thejacknews.com,1,0,0,0,0,0
thejakartapost.com,-1,0,0,0,0,0
thejournal.ie,0,0,0,0,0,0
thejustice.org,-1,0,0,0,0,0
thelancet.com,0,0,0,0,0,0
thelapine.ca,NaN,0,0,0,0,1
thelapost.com,3,1,0,0,0,0
thelasource.com,-2,0,0,0,0,0
thelastlineofdefense.org,NaN,0,0,0,0,1
thelaughclub.net,NaN,1,0,0,0,0
theledger.com,1,0,0,0,0,0
thelibertarianrepublic.com,1,0,0,0,0,0
thelibertybeacon.com,3,1,0,1,0,0
thelibertyeagle.com,3,1,0,0,0,0
thelily.com,-2,0,0,0,0,0
thelist.com,-1,0,0,0,0,0
thelocal.no,-1,0,0,0,0,0
thelondoneconomic.com,-2,0,0,0,0,0
them.us,-2,0,0,0,0,0
themarshallproject.org,0,0,0,0,0,0
themarysue.com,-2,0,0,0,0,0
themilitant.com,-2,0,0,0,0,0
themillenniumreport.com,3,1,0,0,0,0
themilreview.com,2,0,0,0,0,0
themindunleashed.com,3,1,0,1,0,0
themoderatedmedia.com,0,0,0,0,0,0
themoderatevoice.com,-1,0,0,0,0,0
themonitor.com,0,0,0,0,0,0
themonthly.com.au,-2,0,0,0,0,0
themoscowtimes.com,-1,0,0,0,0,0
thenation.com,-2,0,0,0,0,0
thenational.ae,3,1,0,0,0,0
thenationalpatriot.com,3,1,0,0,0,0
thenationalpulse.com,2,1,0,0,0,0
theness.com,0,0,0,0,0,0
thenevadaindependent.com,0,0,0,0,0,0
thenewamerican.com,2,0,0,0,0,0
thenewatlantis.com,1,0,0,0,0,0
thenewcivilrightsmovement.com,-2,0,0,0,0,0
thenewrevere.com,2,0,0,0,0,0
thenews.com.pk,0,0,0,0,0,0
thenews.mx,0,0,0,0,0,0
thenewsliteracyproject.org,0,0,0,0,0,0
thenewstribune.com,-1,0,0,0,0,0
thenewtropic.com,-1,0,0,0,0,0
thenewyorkevening.com,3,1,0,0,0,0
thenextweb.com,-1,0,0,0,0,0
theobjectivestandard.com,1,0,0,0,0,0
theodysseyonline.com,-1,0,0,0,0,0
theohiostar.com,2,0,0,0,0,0
theolympian.com,-1,0,0,0,0,0
theonion.com,-1,0,0,0,0,1
theoswatch.com,-2,0,0,0,0,0
theoutline.com,-2,0,0,0,0,0
thepeoplescube.com,NaN,0,0,0,0,1
thepeoplestruth.com,3,1,0,0,0,0
thepoliticalbrief.com,3,1,0,0,0,0
thepoliticalinsider.com,3,1,1,0,0,0
thepolitics.online,3,1,0,0,0,0
thepostemail.com,3,1,0,0,0,0
thepostmillennial.com,2,0,0,0,0,0
thepremiumnews.com,3,1,0,0,0,0
theproudliberal.org,-3,1,1,0,0,0
thepublicdiscourse.com,3,1,0,0,1,0
thequint.com,1,0,0,0,0,0
theracketreport.com,NaN,0,0,0,0,1
therantidote.com,2,0,0,0,0,0
therealnews.com,-2,0,0,0,0,0
therealstrategy.com,2,0,0,0,0,0
theredelephants.com,3,1,0,0,1,0
theredshtick.com,NaN,0,0,0,0,1
theregister.co.uk,0,0,0,0,0,0
thereisnews.com,NaN,0,0,0,0,1
thereligionofpeace.com,3,1,0,0,1,0
therepublic.com,0,0,0,0,0,0
therepublicannews.com,0,0,0,0,0,0
theresurgent.com,2,0,0,0,0,0
therightists.com,NaN,1,0,0,0,0
therightscoop.com,2,0,0,0,0,0
therightstuff.biz,3,1,0,0,1,0
theringer.com,-1,0,0,0,0,0
theroot.com,-2,0,0,0,0,0
therundownlive.com,3,1,0,1,0,0
thesaturdaypaper.com.au,-1,0,0,0,0,0
thesciencepost.com,NaN,0,0,0,0,1
thescinewsreporter.com,NaN,1,0,0,0,0
theshovel.com.au,NaN,0,0,0,0,1
theskimm.com,-1,0,0,0,0,0
thesmokinggun.com,1,0,0,0,0,0
thesorrentino.com,1,0,0,0,0,0
thesouthern.com,0,0,0,0,0,0
thespectator.info,3,1,1,0,0,0
thespoof.com,NaN,0,0,0,0,1
thestar.com,-1,0,0,0,0,0
thestarphoenix.com,1,0,0,0,0,0
thestate.com,-1,0,0,0,0,0
thesternfacts.com,-2,0,0,0,0,0
thestranger.com,-1,0,0,0,0,0
thestrategybridge.org,0,0,0,0,0,0
thestreet.com,1,0,0,0,0,0
thesun.co.uk,2,0,0,0,0,0
thesunmagazine.org,-1,0,0,0,0,0
thetab.com,-1,0,0,0,0,0
thetandd.com,0,0,0,0,0,0
thetexan.news,1,0,0,0,0,0
thetimes.co.uk,1,0,0,0,0,0
thetimesherald.com,1,0,0,0,0,0
thetowntalk.com,0,0,0,0,0,0
thetrace.org,-1,0,0,0,0,0
thetrumpet.com,3,1,0,1,0,0
thetrumpmedia.com,3,1,0,0,0,0
thetruthaboutcancer.com,NaN,1,0,1,0,0
thetruthaboutguns.com,2,0,0,0,0,0
thetruthdivision.com,3,1,0,0,0,0
thetruthseeker.co.uk,NaN,1,0,1,0,0
thetyee.ca,-1,0,0,0,0,0
theunionjournal.com,NaN,1,0,0,0,0
theuspatriot.com,3,1,0,0,0,0
thevarsity.ca,-1,0,0,0,0,0
theverge.com,-1,0,0,0,0,0
theviralpatriot.com,3,1,0,0,0,0
thewalrus.ca,-2,0,0,0,0,0
thewashingtonpundit.com,3,1,1,0,0,0
thewashingtonreporter.com,3,1,0,0,0,0
thewashingtonsentinel.com,3,1,0,0,0,0
theweek.co.uk,-1,0,0,0,0,0
theweek.com,-1,0,0,0,0,0
thewest.com.au,1,0,0,0,0,0
thewhim.com,0,0,0,0,0,0
thewire.in,-1,0,0,0,0,0
thewrap.com,-1,0,0,0,0,0
thinkamericana.com,3,1,0,0,0,0
thinkingmomsrevolution.com,NaN,1,0,1,0,0
thinkprogress.org,-2,0,0,0,0,0
thirdway.org,0,0,0,0,0,0
this.org,-2,0,0,0,0,0
thisisthezerohour.com,-1,0,0,0,0,0
thoughtcatalog.com,NaN,1,0,1,0,0
thoughtco.com,0,0,0,0,0,0
thoughtcrimeradio.net,NaN,1,0,1,0,0
thrillist.com,-1,0,0,0,0,0
thrivemovement.com,NaN,1,0,1,0,0
time.com,-1,0,0,0,0,0
timeline.com,-1,0,0,0,0,0
times.com.mx,NaN,0,0,0,0,1
timescall.com,-1,0,0,0,0,0
timescolonist.com,-1,0,0,0,0,0
timesfreepress.com,0,0,0,0,0,0
timesheadline.com,-1,0,0,0,0,0
timeslive.co.za,1,0,0,0,0,0
timesofindia.indiatimes.com,1,0,0,0,0,0
timesofisrael.com,-1,0,0,0,0,0
timesofsandiego.com,0,0,0,0,0,0
timespolice.com,3,1,0,0,0,0
timesunion.com,-1,0,0,0,0,0
tittletattle365.com,NaN,0,0,0,0,1
tmn.today,3,1,0,0,0,0
tmz.com,-1,0,0,0,0,0
tnonline.com,1,0,0,0,0,0
today.com,-1,0,0,0,0,0
todaydispatch.com,3,1,0,0,0,0
todayifoundout.com,0,0,0,0,0,0
toinformistoinfluence.com,-1,0,0,0,0,0
toledoblade.com,1,0,0,0,0,0
tomdispatch.com,-1,0,0,0,0,0
toofab.com,-3,1,0,0,0,0
toprightnews.com,3,1,0,0,0,0
toptopic.club,3,1,0,0,0,0
torontosun.com,2,0,0,0,0,0
towleroad.com,-2,0,0,0,0,0
townhall.com,2,1,0,0,0,0
tplnews.com,-3,1,0,0,0,0
transequality.org,-1,0,0,0,0,0
transparency.org,0,0,0,0,0,0
transpartisanreview.com,0,0,0,0,0,0
treehugger.com,-2,0,0,0,0,0
trendingpolitics.com,3,1,0,0,0,0
tri-cityherald.com,0,0,0,0,0,0
trib.com,0,0,0,0,0,0
triblive.com,1,0,0,0,0,0
tribunecontentagency.com,0,0,0,0,0,0
tribunemagazine.org,-2,0,0,0,0,0
tribunist.com,2,0,0,0,0,0
triggerreset.net,3,1,0,0,1,0
trofire.com,-2,0,0,0,0,0
trtworld.com,3,0,1,0,0,0
trueactivist.com,-3,1,0,0,0,0
truebluescoop.com,-3,1,0,0,0,0
truepundit.com,3,1,0,1,0,0
trueviralnews.com,NaN,1,0,0,0,0
trump.news,3,1,0,0,0,0
trumpservativenews.info,3,1,0,0,0,0
trumptrainnews.com,3,1,0,0,0,0
trunews.com,NaN,1,0,1,0,0
truth-out.org,-1,0,0,0,0,0
truthagainstthemachine.com,-2,0,0,0,0,0
truthandaction.org,3,1,1,0,0,0
truthbang.net,NaN,0,0,0,0,1
truthbetold.news,0,0,0,0,0,0
truthbrary.org,NaN,0,0,0,0,1
truthdig.com,-2,0,0,0,0,0
truthexam.com,-3,1,0,0,0,0
truthfeednews.com,3,1,0,0,0,0
truthinmedia.com,3,1,0,0,0,0
truthmonitor.com,3,1,0,0,0,0
truthorfiction.com,0,0,0,0,0,0
truthout.org,-2,0,0,0,0,0
truthrevolt.org,3,1,0,0,0,0
truthsetter.com,0,0,0,0,0,0
truththeory.com,-2,0,0,0,0,0
truthuncensored.net,3,1,1,0,0,0
tucson.com,-1,0,0,0,0,0
tulsaworld.com,1,0,0,0,0,0
turningpoint.news,3,1,0,0,0,0
tvw.org,0,0,0,0,0,0
twincities.com,-1,0,0,0,0,0
twisted.news,3,1,0,1,0,0
twitchy.com,2,0,0,0,0,0
tytnetwork.com,-2,0,0,0,0,0
uawire.org,-1,0,0,0,0,0
ucsusa.org,-1,0,0,0,0,0
uft.org,-1,0,0,0,0,0
ukcolumn.org,3,1,0,1,0,0
undark.org,0,0,0,0,0,0
undergroundjournalist.org,-3,1,0,0,0,0
undergroundnewsreport.com,NaN,0,0,0,0,1
understandingthethreat.com,3,1,0,0,1,0
understandrealitythroughscience.blogspot.com,0,0,0,0,0,0
unicornriot.ninja,-1,0,0,0,0,0
unionleader.com,1,0,0,0,0,0
uniquewebmagazine.com,3,1,0,0,0,0
unitynewsnetwork.co.uk,2,0,0,0,0,0
universepolitics.com,3,1,0,0,0,0
universetoday.com,0,0,0,0,0,0
universitybusiness.com,-1,0,0,0,0,0
univision.com,-1,0,0,0,0,0
unwatch.org,2,0,0,0,0,0
unz.com,3,1,0,0,1,0
updateamerica.com,2,0,0,0,0,0
upi.com,0,0,0,0,0,0
upr.org,-1,0,0,0,0,0
uproxx.com,-2,0,0,0,0,0
upworthy.com,-2,0,0,0,0,0
urban.org,-1,0,0,0,0,0
us.blastingnews.com,0,0,0,0,0,0
usa-conservative.com,3,1,0,0,0,0
usa-television.com,NaN,1,0,0,0,0
